recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps
mie ayam,1/2 kg mie telur--1/2 ekor ayam--1 buah bawang bombay--5 siung bawang merah haluskan--6 siung bawang putih haluskan--2 ruas jahe haluskan--3 sendok makan kecap manis--3 sendok makan kecap asin--2 sendok makan saos tiram--1 sendok makan kecap inggris--1 sendok makan minyak wijen--3 lembar daun jeruk--1 lembar daun salam--1 batang serai--2 batang daun bawang--garam dan penyedap rasa--1 sendok teh merica bubuk--,"1) rebus mie telur sampai matang
2) rebus ayam hingga empuk dengan sedikit garam kemudian potong kecil2
3) tumis bawang bombay, bawang merah, bawang putih hingga harum
4) tambahkan jahe giling, daun salam, daun jeruk dan serai.
5) masukkan kecap manis, kecap asin, kecap inggris, minyak wijen dan saos tiram.
6) masukan ayam yang telah di rebus aduk rata.
7) masukkan garam, penyedap rasa, dan merica bubuk sesuai selera
8) tambahkan sedikit air, masukan potongan daun bawang. masak hingga empuk
9) bahan kuah, siapkan air. masukkan daun bawang, kaldu ayam, dan merica bubuk
10) tata mie ayam. letakkan mie, toping ayam dan siram dengan kuah.",194,https://cookpad.com/id/resep/4337966-mie-ayam,ayam,17,"mie telur , ayam , bawang bombai , bawang merah haluskan , bawang putih haluskan , jahe haluskan , kecap manis , kecap asin , saos tiram , kecap inggris , minyak wijen , daun jeruk , daun salam , serai , batang daun bawang , garam penyedap , merica bubuk",10
telur ceplok masak tauco,"6 buah telur ceplok--4 buah cabe hijau iris serong--4 siung bawang merah iris tipis--2 siung bawang putih iris tipis--2 buah cabe merah iris serong--1 buah tomat potong2--2 sdm tauco--secukupnya kecap manis--secukupnya kecap asin,gula--secukupnya air--","1) tumis bawang duo bawang dan cabe2an hingga harum,masukan tomat,aduk rata,masukan tauco,kecap manis,kecap asin dan gula,aduk rata
2) tuangi air secukupnya,tgu mendidih lalu masukan telur ceplok,masak hingga bumbu meresap,jgn lupa tes rasanya,jika rasa sdh pas angkat dan sajikan",192,https://cookpad.com/id/resep/4001496-telur-ceplok-masak-tauco,telur,10,"telur ceplok , cabe hijau serong , bawang merah tipis , bawang putih tipis , cabe merah serong , tomat potong , tauco , kecap manis , kecap asin , gula , air",2
kalio tenggiri,"5 ptg ikan tenggiri--2 bh wortel, potong korek--1 bh jeruk nipis--1 btg sereh, geprek--5 lmbr daun jeruk, sobek--1 lmbr daun kunyit, ikat--sesuai selera cabe kecil utuh--65 ml santan instan + campur dgn 100 ml air--secukupnya garam--gula--minyak goreng--bumbu halus :--12 siung bawang merah--4 siung bawang putih--1 sdt ketumbar bubuk--1/2 sdt merica bubuk--2 bh cabe merah besar--1 cm lengkuas--2 cm kunyit--","1) lumuri ikan dgn jeruk nipis, diamkan 15 menit lalu cuci bersih
2) tumis bumbu halus, sereh, daun salam, daun kunyit hingga bumbu matang dan wangi
3) masukkan ikan tenggiri, aduk dulu sampai berubah warna lalu masukkan santannya, susul dgn wortel
4) masak sambil diaduk, beri gula dan garam, cabe utuhnya juga masuk
5) masak sampai matang lalu sajikan",188,https://cookpad.com/id/resep/4258708-kalio-tenggiri,ikan,19,"ptg ikan tenggiri , wortel , potong korek , jeruk nipis , serai , geprek , daun jeruk , sobek , daun kunyit , cabe utuh , santan instan + campur dgn air , garam , gula , minyak goreng , bumbu halus , bawang merah , bawang putih , biji ketumbar , merica bubuk , cabe merah , lengkuas , kunyit",5
sup daging sapi pemula,"300 gr daging sapi untuk sop--2 buah kentang, potong kotak--2 buah wortel, potong bulat--8 buah buncis, bagi 3--2 batang daun bawang--3 batang daun seledri--1 buah tomat, iris 4--4 siung bawang merah, iris dan goreng--5 siung bawang putih, geprek--750 ml air matang--1/2 buah jeruk limo--bumbu-bumbu:--1/2 sdm garam--1 sdm gula--1/2 sdt merica--1/2 sdt pala bubuk--2 cm jahe--","1) cuci bersih daging beri garam dan remas2 lalu cuci kembali dan tiriskan airnya
2) siapkan air di panci, panaskan sampai mendidih lalu masukkan daging dan 2 siung bawang putih geprek
3) rebus sekitar 5 menit, buang airnya, lalu masukkan 750ml air matang
4) selagi menunggu daging empuk kita siapkan bahan lain
5) kupas wortel, kentang, potong buncis. (untuk kentang spy ngga hitam rendam air ya)
6) potong daun bawang, ikat seledri sisihkan.
7) setelah direbus sekitar 30 menit, masukkan bawang putih, kentang dan wortel lalu diamkan selama 10 menit, baru masukkan bawang merah goreng, daun bawang dan seledri
8) biarkan selama 5 menit, masukkan tomat dan buncis serta bumbu2
9) diamkan sekitar 5 menit dengan api kecil
10) cicipi rasa dan jika sudah pas sajikan di mangkok dengan beri perasan jeruk limo (bisa juga bawang merah goreng ditaburi di atasnya)",180,https://cookpad.com/id/resep/3974054-sup-daging-sapi-simple-tapi-enak-cocok-buat-pemula,sapi,17,"daging sapi sop , kentang , potong kotak , wortel , potong bulat , buncis , batang daun bawang , batang daun seledri , tomat , bawang merah , goreng , bawang putih , geprek , air matang , jeruk limo , bumbu bumbu , garam , gula , merica , pala , jahe",10
tempe orek basah,"1 papan tempe uk sedang, potong dadu--2 lembar daun salam (tambahan dr saya)--seruas jempol lengkuas, memarkan (tambahan dr saya)--secukupnya kecap manis--secukupnya garam, gula dan kaldu bubuk (sy pk kaldu jamur)--secukupnya air matang--1 buah jeruk limau uk besar, ambil airnya (tambahan dr saya)--bumbu yg dihaluskan :--5 siung bawang merah--2 siung bawang putih (sy pk bawang putih kating)--1/2 buah tomat--2 buah kemiri(sangrai/goreng)--2 buah cabai merah besar--1/2 sdt ketumbar--","1) goreng tempe yg sudah dipotong dadu sebentar sampai kecoklatan (jangan sampai kering ya)
2) tumis bumbu halus, salam dan lengkuas menggunakan minyak sayur sampai harum dan matang. lalu masukan air secukupnya. aduk rata. biarkan mendidih. tuang kecap manis dan bumbu lainnya. aduk rata kembali dan tes rasa.
3) masukan tempe yg sudah digoreng tadi, aduk merata. masak sampai bumbu meresap. matikan kompor. beri air perasan jeruk limau. aduk rata. siap disajikan.
4) sajikan bersama nasi hangat.. sooo yummyy.",180,https://cookpad.com/id/resep/4460395-tempe-orek-basah,tempe,14,"papan tempe , potong dadu , daun salam tambahan , jempol lengkuas , memarkan tambahan , kecap manis , garam , gula kaldu bubuk kaldu jamur , air matang , jeruk limau , ambil airnya tambahan , bumbu dihaluskan , bawang merah , bawang putih bawang putih , tomat , kemiri goreng , cabai merah , ketumbar",4
lodeh,2 buah labu siam--1 papan tempe--1 ikat kacang pangjang--bumbu yang di haluskan :--4 siung bawang putih--4 siung bawang merah--1 buah cabe merah--5 buah cabe rawit--1 buah kunyit (ukuran kecil)--sedikit lengkuas--1 bungkus santan kara--garam--penyedap rasa--,"1) iris tipis tempe, labu siam dan kacang panjang
2) blender bumbu yang harus dihaluskan
3) tumis bumbu halus sampai harum, kemudian tuangkan air
4) masukkan labu siam dan kacang panjang
5) setelah air sedikit berkurang, masukkan potongan tempe
6) masukkan santan kara yang sdh dicampur dengan air
7) beri sedikit garam dan penyedap rasa
8) tes rasa dan tunggu sampai sedikit mendidih
9) lodeh tkl siap disajikan",172,https://cookpad.com/id/resep/4358093-lodeh-tkl-tempe-kacang-panjang-labu-siam,tempe,13,"labu siam , papan tempe , kacang pangjang , bumbu haluskan , bawang putih , bawang merah , cabe merah , cabe rawit , kunyit , lengkuas , santan kara , garam , penyedap",9
serundeng daging sapi,"600 gram daging sapi, potong 4cm--secukupnya air untuk presto--250 gram kelapa parut--3 daun salam--3 daun jeruk--2 iris lengkuas, geprek--2 serei, geprek--30 gram gula merah, sisir--3 biji asam--secukupnya gula pasir, garam--secukupnya kaldu bubuk--secukupnya minyak sayur--bumbu halus :--12 siung bawang merah--6 siung bawang putih--5 kemiri--1 sdm ketumbar--3 cm jahe--1 ruas kunyit--","1) presto daging dgn air secukupnya yg sudah diberi sedikit garam selama 1 menitan. tiriskan.
2) tumis bumbu halus dan rempah sampai wangi.
3) masukkan daging yg sudah dipresto dgn sedikit air kaldunya, asam, gula, garam, kaldu bubuk lalu aduk rata.
4) lalu masukkan kelapa parut.
rasanya.
5) gunakan api kecil saat memasak, terus keruk dasar wajan sambil diaduk karena mudah gosong. tambahkan sedikit minyak jika dirasa masih basah. setelah kelapa dan daging agak kering akan mudah diaduk.
6) koreksi rasanya. masak sampai kelapa dan daging kering kuning kecoklatan butuh waktu lama sekitar sejam lebih. matikan api. angkat dan sajikan. selamat mencoba.",171,https://cookpad.com/id/resep/3914908-serundeng-daging-sapi,sapi,19,"daging sapi , potong , air presto , kelapa parut , daun salam , daun jeruk , lengkuas , geprek , serei , geprek , gula merah , sisir , biji asam , gula pasir , garam , kaldu bubuk , minyak sayur , bumbu halus , bawang merah , bawang putih , kemiri , ketumbar , jahe , kunyit",7
menu dinner trio tumis pokcoy ayam bawang putih bawang merah,"⭐️ tumis pokcoy:--4 batang pokcoy--2 siung bawang putih, iris--1/2 sdt kecap asin--1 sdm air--1/2 sdt gula--1/4 sdt garam--⭐️ ayam bawang--2 potong paha ayam, potong dadu--1 sdt kecap manis--1/2 sdt kecap asin--8 siung bawang putih, geprek kasar--1/2 sdt garam, merica, kaldu jamur (masing-masing, sesuai selera aja)--1 butir jeruk limo, peras--⭐️ tumis bawang merah:--15 siung bawang merah--3 buah cabe hijau--5 buah cabe merah--5 buah cabe rawit--1/2 sdt garam dan kaldu jamur (masing2, sesuai selera)--","1) tumis pokcoy: pokcoy cuci bersih, potong. panaskan wajan, masukkan bawang putih lalu tumis sampai harum
2) masukkan pokcoy, kecap asin, air, gula, garam. aduk rata sekitar 30 detik. angkat
3) ayam bawang putih: campurkan semua dan marinasi di kulkas selama bbrp jam (saya 8 jam karena pagi bikin, pulang kantor masak)
4) beri sedikit minyak, tumis hingga agak sedikit gosong, angkat
5) tumis bawang merah: bawang merah diiris tipis, dan cabe iris miring
6) beri minyak yg agak banyak (mgkn sekitar 4-5 sdm) lalu tumis bawang merah, cabe lalu aduk sampe harum. masukkan gula, garam dan kaldu jamur. aduk2 dan cicipi rasa. jika sudah pas sisihkan",170,https://cookpad.com/id/resep/4355199-menu-dinner-trio-tumis-pokcoy-ayam-bawang-putih-bawang-merah,ayam,20,"tumis pokcoy , batang pokcoy , bawang putih , kecap asin , air , gula , garam , ayam bawang , potong paha ayam , potong dadu , kecap manis , kecap asin , bawang putih , geprek kasar , garam , merica , kaldu jamur , jeruk limo , peras , tumis bawang merah , bawang merah , cabe hijau , cabe merah , cabe rawit , garam kaldu jamur",6
ayam woku manado,"bumbu halus--6 bawang merah--4 bawang putih--3 cm jahe--4 cm kunyit--3 kemiri--3 cabe merah--4 cabe rawit (sy tambahin lbh dr ini)--bahan lain--1 ekor ayam, potong 12/16--1 ikat daun kemangi,--5 lbr daun jeruk--1 lbr daun kunyit (skip)--4 lbr daun salam--1 lbr daun pandan iris halus dan 1 sereh geprek (tambahan dr sy)--1 tomat merah--kaldu bubuk, garam, gula--air +-400ml--minyak utk menumis--","1) rebus ayam di air mendidih 7 menit, buang kotorannya, bilas n tiriskan.
2) di wajan, tumis bumbu halus dgn minyak sampai harum, masukkan daun jeruk, salam, pandan,sereh, tumis sampai matang..
3) masukkan ayam, aduk rata. tambahkan air dan garam, gula n kaldu, tomat potong, aduk rata, koreksi rasa.
4) masak sampai ayam matang empuk n kuah menyusut. matikan api, lalu masukkan daun kemangi, aduk sampai daun layu.",169,https://cookpad.com/id/resep/4349267-ayam-woku-manado,ayam,19,"bumbu halus , bawang merah , bawang putih , jahe , kunyit , kemiri , cabe merah , cabe rawit tambahin lbh , ayam , potong , daun kemangi , daun jeruk , daun kunyit , daun salam , daun pandan halus serai geprek tambahan , tomat merah , kaldu bubuk , garam , gula , air + , minyak utk menumis",4
nasi kebuli kambing nikmat,"1,5 kg potongan iga kambing/domba (bisa jadi 12-14 potong besar)--1 kg beras basmati (beras india)--2,8 liter air--100 ml minyak--80 gr minyak samin untuk menumis bumbu--secukupnya minyak samin untuk grill kambing, tomat,--bawang bombay dan cabai hijau--bumbu yang di haluskan--200 gr bawang merah--80 gr bawang putih--2 sdm ketumbar--2 sdm lada--1/2 biji pala--1 sdm jinten--1 sdm adas manis--5-6 cm kunyit (kira"" aja)--1 buah bawang bombay besar (potong)--bahan yang di tabur--1 sdm cengkeh--1 sdm kapulaga hijau (biasa juga gpp)--10 cm kayu manis--10 butir pekak (bunga lawang)--5 lembar daun salam--4 lembar daun jeruk--bahan tambahan--200 ml susu plain/full cream--secukupnya garam--secukupnya kaldu bubuk (bila suka)--secukupnya kismis--secukupnya cabai hijau besar--secukupnya bawang putih--secukupnya tomat--secukupnya bawang goreng (cek di resep saya yg lain)--acar nanas & timun (cek di resep saya yg lain)--","1) panaskan minyak samin dalam panci biasa atau panci pressto, kemudian tumis bumbu halus hingga wangi
2) bila di rasa sudah wangi si bumbu dan benar""matang masukan kambing, garam,kaldu bubuk, aduk lalu masukkan air dan susu. kemudin masukkan bumbu tabur dan bawang bombay yg sudah di potong"", tutup presto masak dengan api besar dulu. bila uap presto mulai keluar langsung kecil kan api masak hingga 1 jam 30 menit (sampai empuk) tetapi bila tidak memasak dgn presto langsung masak dengan api kecil saja namun bisa lebih lama waktu memasaknya. sekitar 2-3 jam.
3) sembari menunggu kambing empuk masak dulu acar dan bawang goreng untuk pelengkapnya. (cek di resep saya yg lain) bawang goreng & acar nanas timun
4) kemudian bila suka bisa tambahkan bahan pelengkap juga seperti bawang bombai,tomat,bawang putih, dan cabai hijau untuk di goreng dengan sedikit minyak samin atau bisa juga mentega.
5) jika sudah empuk si kambing coba rasakan kuah kaldunya. bila sudah enak masak beras dengan kuah kaldu tersebut. jangan lupa cuci berasnya dulu sebelum di masak.
6) karena saya pakai beras basmati, takarannya 1kg beras air kaldunya 2 liter.
7) saya masak dengan rice cooker, jd kaldunya saya saring dulu sebelum tercampur dengan beras. agar tidak ribet nanti misah""in rempah"" di dalam nasi. jangan lupa angkat dagingnya dan taburi lada serta garam sedikit saja untuk nanti mau di bakar atau goreng bebas. klo suka manis bisa beri sedikit kecap. atau bisa di bumbui dengan apa saja sesuai selera kemudian nanti di bakar.
8) ini hasil beras yg sudah matang dengan rice cooker.
9) bila sudah lengkap semua, bisa di tata sebagus mungkin jangan lupa di tabur kismis, bawang goreng agar wangi dan menggugah selera untuk disantap bersama keluarga
10) oya untuk daging kambing lebih bagus dengan kambing muda agar cepat empuk dan nikmat. bagiannya yg enak buat nasi kebuli adalah tulang iga dan buntut. duh nikmat banget deh..
11) minyak samin juga bisa aja klo mau di ganti mentega. tapi beda wanginya.
12) kemudian jangan ragu masukin rempah"" karena nasi kebuli ini harus berani bumbu kalau mau nikmat! lebih dari takaran saya juga bisa. pokoknya kreasikan sendiri saja. klo orang betawi arab biasanya suka nambahin bumbu gule instan. biar medok rasanya. cuma kalau saya tidak pakai karena ini rasanya udh arab banget buat saya. wangi dan soft gak bikin eneg. malah bikin nambah mulu  apa lagi ada cabai hijau yg di goreng dengan minyak samin sedikit. haduh pedes nikmat",168,https://cookpad.com/id/resep/2739948-nasi-kebuli-kambing-nikmat,kambing,34,"potongan iga kambing domba potong , beras basmati beras india , air , minyak , minyak samin menumis bumbu , minyak samin grill kambing , tomat , bawang bombai cabai hijau , bumbu haluskan , bawang merah , bawang putih , ketumbar , lada , pala , jinten , adas , kunyit '' , bawang bombai potong , tabur , cengkeh , kapulaga gpp , kayu manis , pekak bunga lawang , daun salam , daun jeruk , tambahan , susu plain full cream , garam , kaldu bubuk suka , kismis , cabai hijau , bawang putih , tomat , bawang goreng cek resep , acar nanas & timun cek resep",12
sate kambing,"300 gram daging kambing--1 sdt nanas parut--secukupnya gula--secukupnya garam--secukupnya kecap manis--bumbu halus:--2 siung bawang putih--3 buah bawang merah--1/2 sdm ketumbar--2 kemiri--sambal kecap:--6 buah cabe merah kecil, potong2--3 buah cabe hijau kecil potong2--2 buah bawang merah, potong2--secukupnya kecap manis--","1) potong dadu kecil daging kambing, lumuri dengan 1 sdt nanas parut, diamkan 20 menit (misal skip langkah melumuri nanas ini juga tdk apa2 cuma daging tidak akan seempuk jika dilumuri nanas parut)
2) haluskan bumbu, siram kedalam daging campur sampai rata diamkan 20-30 menit agar bumbu meresap. ambil tusuk sate, tusukkan daging 4-5 potong daging.
3) panggang/bakar sampai matang
4) angkat, hidangkan dengan sambal kecap
5) sambal kecap: aduk semua bahan jadi satu, hidangkan.",168,https://cookpad.com/id/resep/3271777-sate-kambing-kitaberbagi,kambing,15,"daging kambing , nanas parut , gula , garam , kecap manis , bumbu halus , bawang putih , bawang merah , ketumbar , kemiri , sambal kecap , cabe merah , potong , cabe hijau potong , bawang merah , potong , kecap manis",5
tempe goreng isi sambal tempe mercon,"1 papan tempe--🐾 bahan isian :--1 genggam cabe rawit--2 siung bawang putih--2 butir bawang merah--1 btg daun bawang,iris halus (optional)--🐾 bahan adonan tepung :--note : bisa juga cuma pakai tepung terigu ajj--5 sdm tepung terigu--5 sdm maizena--1 siung bawang putih, cincang halus--secukupnya air (sampai adonan cenderung encer)--secukupnya garam,gula pasir,merica bubuk,ketumbar bubuk--","1) potong2 tempe.. dibikin yg agak tebal yaa.. iris bagian tengah nya tapi jgn sampai terputus..aq jadi 12potong.. sisihkan..
2) buat isian sambal : goreng cabe+duo bawang+daun bawang.. angkat.. beri garam+gula pasir.. ulek.. isikan dlm tempe..
3) buat adonan tepung : aduk semua bahan.. tekstur adonan cenderung cair.. kalau mau cuma pakai tep terigu ajj juga nda masalah koq.. tingkat kekentalan bisa disesuaikan sendiri yepp
4) celup tempe ke tepung.. goreng dehh.. siap dicemil.. nda lagi harus pakai cabe atau saus buat cocolan.. inii juga wez pedess huhhahhuhhahhhh..
5) ngemill teruss biar tambah gendutt",167,https://cookpad.com/id/resep/4234031-tempe-goreng-isi-sambal-aka-tempe-mercon,tempe,13,"papan tempe , isian , genggam cabe rawit , bawang putih , bawang merah , btg daun bawang , halus , adonan tepung , note tepung terigu ajj , tepung terigu , maizena , bawang putih , cincang halus , air adonan cenderung encer , garam , gula pasir , merica bubuk , biji ketumbar",5
